spt_id,cv_fold,is_bb,p_audio
578Eooad7oUyn4stovZiPg,4,1,0.6744186282157898
1jMjqKIBm7r94LnsPVHD0z,1,0,0.0
6Nt8JXqD73iPp1tJLJduaQ,2,0,0.1818181872367859
6rVuwfysYo1Bp4Hoc4YuE0,1,1,0.5
4YzYSRZTMgVngQP1iL38RI,3,0,0.7450980544090271
5R4fsCui16zT31xp9rsRkm,4,0,0.20000000298023224
7pNC5ZIKtwUK0ReSpM3P9f,1,1,0.8275862336158752
762DNrRoNdC6IyKWcPY0Vu,0,0,0.6315789222717285
6irE4Fbjbry3czv7mTxVSB,1,0,0.7323943376541138
35rSpXB5bk9ega9jsjcRts,2,1,0.6499999761581421
0YpzP03QziAgqcZSCtjbl2,3,0,0.43939393758773804
1rqqCSm0Qe4I9rUvWncaom,4,1,0.3499999940395355
3Z30Gh3iEhTeQiVM47sZLf,2,0,0.6571428775787354
5Xg5bGbWHToIMSsqWxOsej,0,0,0.30434781312942505
5WvAo7DNuPRmk4APhdPzi8,1,1,0.28260868787765503
1ahAuX3F6tDdNRfMdiLsv6,0,1,0.6530612111091614
0KKkJNfGyhkQ5aFogxQAPU,2,1,1.0
7rKR1MvQKOminlLVUmZhwN,3,0,0.7450980544090271
3qhlB30KknSejmIvZZLjOD,4,1,0.6744186282157898
6JaPUxse2AsI0df7XXvetF,3,0,0.0
6f5ExP43esnvdKPddwKXJH,3,1,0.43939393758773804
0rCFRyEy4WXjRXNpO80Dzs,4,1,0.5277777910232544
5WcAw6NAzt2cMDILhHnySb,4,0,0.0
2d8JP84HNLKhmd6IYOoupQ,2,1,0.6571428775787354
4bZd0nRuX8HyjeXAUBczvm,2,1,0.6571428775787354
5xzzxWj8a1YBbNZhNLqWuQ,2,0,0.1818181872367859
5JfzG6442R2JvJXBDfUXZW,4,0,0.6000000238418579
0SZRWZnSbvPmTVWcOjoQoo,4,0,0.3499999940395355
3HVWdVOQ0ZA45FuZGSfvns,4,1,0.6904761791229248
5hRkInDMxslZd6KTkIkNYd,0,0,0.5254237055778503
2nbzkK3mlo8LWB4t73iloJ,1,0,0.5
6K8qKeWo5MsFED7wCR6Kop,0,1,0.8333333134651184
6wJwkMo278iWVlWl1XQ4WA,4,1,0.6744186282157898
1PC0GlgxnHDhqtuUQ7v0LJ,0,0,0.0
1BZG99C7Co1r6QUC3zaS59,4,1,0.6904761791229248
6v3KW9xbzN5yKLt9YKDYA2,2,1,0.8888888955116272
3nB82yGjtbQFSU0JLAwLRH,1,1,0.28260868787765503
5jsw9uXEGuKyJzs0boZ1bT,1,1,0.8275862336158752
7IYoh1u7dFM1xIWSEYd5B8,2,1,0.5
0lxCvY5L6XpFWPDH3iq9yx,3,0,0.0
4UPf2eHnblndIwxepTF0AP,1,0,0.5
3CbPsxgJB53v51wWqcY6oD,2,0,0.1818181872367859
7q8jJ1XZEliBakZSUMFde5,2,0,0.6499999761581421
0nJW01T7XtvILxQgC5J7Wh,2,1,0.6499999761581421
5WaItWNLLLJ2P2AZyrsg9v,1,0,0.11764705926179886
3B54sVLJ402zGa6Xm4YGNe,2,1,0.6499999761581421
51ODNNDZm21HU7wI7cccRr,0,1,0.6530612111091614
4gbVRS8gloEluzf0GzDOFc,3,1,0.7450980544090271
4q5YezDOIPcoLr8R81x9qy,4,1,0.5277777910232544
6rPO02ozF3bM7NnOV4h6s2,4,1,0.6744186282157898
4Ce37cRWvM1vIGGynKcs22,4,1,0.6904761791229248
5M8goiFYynmNxhueYW6grR,2,1,0.4166666567325592
3vv9phIu6Y1vX3jcqaGz5Z,3,1,0.625
2McT2fkH0VDqPsbiB9HWPq,4,1,0.5277777910232544
1M4OcYkxAtu3ErzSgDEfoi,4,1,0.3499999940395355
5Y35SjAfXjjG0sFQ3KOxmm,0,1,0.30434781312942505
76YkEVUWvMTwZVlxhYG4Mm,0,0,0.30434781312942505
789CxjEOtO76BVD1A9yJQH,0,1,0.5254237055778503
1g0pdNC4sLKV0bGBV5ngcW,3,0,0.1428571492433548
6GsAD8PgHxmEuIPTG8GP3M,1,1,0.7323943376541138
26rdOwwjC2UnweK3xeS58u,2,1,0.2666666805744171
6Knv6wdA0luoMUuuoYi2i1,2,1,0.7777777910232544
50DKBnjijGJ2d0WV5nqNTS,2,0,0.5
5ya0TmUQw2wHMkq36rPsnd,1,1,0.11764705926179886
6Qn5zhYkTa37e91HC1D7lb,3,1,0.7450980544090271
5qrSlOut2rNAWv3ubArkNy,1,1,0.28260868787765503
6B1iDt4SJmWFUeC61V4W7S,3,0,0.43939393758773804
4EKH0ajMHXTkq4ztWuztVH,4,1,0.3076923191547394
0puf9yIluy9W0vpMEUoAnN,2,1,0.6499999761581421
5Ut5dDKfBUCMsWQbc3Lgyi,0,0,0.5254237055778503
2vcyfSrV7QKkxvMMl3EwRv,0,0,0.5254237055778503
5PUawWFG1oIS2NwEcyHaCr,3,1,0.43939393758773804
51eSHglvG1RJXtL3qI5trr,0,1,0.5254237055778503
1qoa9LMGkjuLJuxf8Uy5OI,3,0,0.1428571492433548
7l4feIUBXoYNfXwUAfeAto,0,0,0.30434781312942505
2kwqblYAbloVXhyBVcxEw5,2,0,0.4375
45Egmo7icyopuzJN0oMEdk,3,1,0.7450980544090271
5BJSZocnCeSNeYMj3iVqM7,2,1,0.6499999761581421
3S0sk6DSTgesXsUSAEHNr5,1,1,0.7323943376541138
26BY2zbKPBdk6CZZwmuVGr,0,0,0.30434781312942505
436rdO5fgKVH3HhjA0VyFQ,1,0,0.28260868787765503
0I6V3NmtIepabp1tg4PUIF,1,0,0.0
5HxyJa6E8OXdYKKfufrbKE,0,0,0.5254237055778503
5DzDjQNWih2eZNMeE22atV,4,0,0.6904761791229248
3bC1ahPIYt1btJzSSEyyrF,2,1,0.6571428775787354
5Wi88A08kr3Y1OZFfgwWtM,2,0,0.4375
1eTdTVIxLlhHwwA50vEzZa,4,0,0.3499999940395355
0HyuVJ4BTlsRo0MrEdBbsS,1,0,0.11764705926179886
53QF56cjZA9RTuuMZDrSA6,4,1,0.3499999940395355
35qQhUcOMO33BxV0kW8pQk,2,0,0.0
2dLLR6qlu5UJ5gk0dKz0h3,0,1,0.6315789222717285
5maiP9UMnTSgoxPX8X3bdz,2,1,0.6571428775787354
0Hf4aIJpsN4Os2f0y0VqWl,0,1,0.8333333134651184
1mIETcSwoPrJCMpd4gvajs,0,0,0.20000000298023224
5DPJRKOh4xA5aMCabNSLCS,4,0,0.6744186282157898
5XLye2xYwqnq1aOFsbP1Ac,1,0,0.28260868787765503
66hayvUbTotekKU3H4ta1f,1,1,0.28260868787765503
3w3y8KPTfNeOKPiqUTakBh,2,1,0.8888888955116272
0uXrbzsugKdlAwxQK2IKD6,4,0,0.3076923191547394
4MAv7MqIlcaTBHGiUXIWiw,3,0,0.7450980544090271
1iTWoKAdilGEmit6xhQZje,3,0,0.7450980544090271
5xTtaWoae3wi06K5WfVUUH,4,1,0.6904761791229248
08ljt6NCNAgewQaMya1URa,1,1,0.7323943376541138
1TE8AAk9koG0UJco6ZAUfx,4,1,0.6744186282157898
2bT1PH7Cw3J9p3t7nlXCdh,1,1,0.7323943376541138
1bDbXMyjaUIooNwFE9wn0N,3,1,0.43939393758773804
0pqnGHJpmpxLKifKRmU6WP,3,1,0.7450980544090271
60wwxj6Dd9NJlirf84wr2c,3,1,0.43939393758773804
1EAgPzRbK9YmdOESSMUm6P,1,1,0.7323943376541138
0NAcDFrzFFLYym7hlraGY0,1,0,0.28260868787765503
5lF0pHbsJ0QqyIrLweHJPW,1,1,0.7323943376541138
1stZ0ggEGxXvwzIRmMPdO6,4,0,0.6904761791229248
4reXo2zg1uhEIpUAacDb9C,2,1,0.1818181872367859
4Oun2ylbjFKMPTiaSbbCih,4,1,0.8333333134651184
4Fxj5bX8ZlTGw42BIkFwng,4,0,0.6744186282157898
3USxtqRwSYz57Ewm6wWRMp,0,1,1.0
1D0PwOIdkVjW7157VR1YOG,2,0,0.1818181872367859
4uJwQujdAC3c203QHqvwT7,4,0,0.0
7GJoMiUlL9ZBegGcIpFupA,4,0,0.6744186282157898
1JdWRS3PBZlSgKcPKcULtr,2,0,0.1818181872367859
1Nq7YzMnjDHtyqQ09NuLHM,0,0,0.0
2QtJA4gbwe1AcanB2p21aP,3,1,0.7450980544090271
3ZiOxFTHhVWe4ckApB1CJd,4,0,0.20000000298023224
1vAUsSGNMCjy8nMT7EixHU,1,0,0.5
4t2gJmhZZejXcx67SEtsuh,4,0,0.3499999940395355
5JiH89mHrv9oWHlD0T326z,0,0,0.6530612111091614
2bN0VoXCagktb6yAi9942I,4,0,0.5277777910232544
2aJnyNu4PQxQ2lyj5boiMG,0,1,0.5254237055778503
3UGIZ8qcrMTwzLbx6Kttqt,4,1,0.6904761791229248
4MRT0dDbhqFKl67WzhUbSw,3,1,0.5
0Qh38w01QRXK6KHIv0e3hb,3,1,0.43939393758773804
1yjY7rpaAQvKwpdUliHx0d,0,1,0.6315789222717285
4oR2cCQGs0Yt0Mgr2diV6V,1,1,0.28260868787765503
70KsMP2RIJDg6YAbKpWIcz,3,0,0.1428571492433548
7ytR5pFWmSjzHJIeQkgog4,1,1,0.7323943376541138
2XkT5kbEEWPBJ99y7AadzM,0,0,0.5254237055778503
5JVbvCHX10U2pLa5DEqGav,4,1,0.6744186282157898
0hy1SOTEn9ifXTzOwnCwEr,1,1,0.5
4FWmHUJMGLhwIgNFvYm3Pb,4,0,0.5277777910232544
4nVBt6MZDDP6tRVdQTgxJg,2,1,0.6499999761581421
0EE2j2FRROnvxeHCab6Ssf,1,0,0.0
4rHZZAmHpZrA3iH5zx8frV,1,1,0.5
3jVtllWS5CFFWLQng8sKsr,0,1,0.8333333134651184
1810boVAzbaxqBzAwXp2ZM,4,0,0.5277777910232544
3XMyREykeptNpvd0tE75xw,2,0,0.2666666805744171
17IcI8xMok8qFNhSPRufjo,2,0,0.6571428775787354
0HappsAtiF5VJXo7v3jKRb,0,0,0.8333333134651184
1P17dC1amhFzptugyAO7Il,4,1,1.0
7CtxZEZ7N2HcgTfff5yNA4,2,0,0.2666666805744171
04aAxqtGp5pv12UXAg4pkq,3,1,0.43939393758773804
01aponripySMrxA2XTXjkV,1,0,0.0
14gdERIqymApVn9vcsbmZ3,2,1,0.4375
1UZOjK1BwmwWU14Erba9CZ,2,1,0.6571428775787354
3fBbfrWZUuWWrMQXFISr7N,3,1,0.7450980544090271
0vFMQi8ZnOM2y8cuReZTZ2,1,1,0.5
30RZAuEkYeDXvy46Iv6l7E,4,1,0.6153846383094788
5Hroj5K7vLpIG4FNCRIjbP,2,1,0.6499999761581421
5BxPJHZF1hm9O56GhBjeO3,2,0,0.0
5u1n1kITHCxxp8twBcZxWy,4,1,0.6153846383094788
6vN77lE9LK6HP2DewaN6HZ,0,1,0.6530612111091614
5kcogo8rmbAuu8zeQbRUGg,0,0,0.5254237055778503
5ru4gSTUUrctULaWvZlcad,0,0,0.5254237055778503
50kpGaPAhYJ3sGmk6vplg0,4,1,0.6744186282157898
4knL4iPxPOZjQzTUlELGSY,0,1,0.8333333134651184
4MagTPnkPiDuIa4P8GtW1b,1,1,0.8275862336158752
0fOdQh0inTrt49Olua9oce,3,0,0.43939393758773804
1Q9ePyZ6uZEU6Mmiux9KiE,0,0,0.6315789222717285
4IIknmEvthSXJInYkVNLDP,2,0,0.1818181872367859
5hTpBe8h35rJ67eAWHQsJx,0,1,0.6530612111091614
0uarRpkJ0fliqcxy5vCwqR,3,0,0.43939393758773804
5gA8EOXdKP9KsXsklisT3C,1,0,0.28260868787765503
6jfEZdUJ2Yla6h7gTJgKuo,3,1,0.7450980544090271
5ka2ajep9OAvU5Sgduhiex,2,1,0.7777777910232544
7DSAEUvxU8FajXtRloy8M0,2,1,0.7777777910232544
4bIZ9j4SHomHdcTjh2rfhc,0,0,0.0
126oeltvIg79HHP4yAi4rq,1,1,0.7323943376541138
0DwClY2t9YAWHBROMIgrXb,0,1,0.5254237055778503
1Wu5ERJDVhEUDKSim34CnP,4,0,0.6904761791229248
4jPy3l0RUwlUI9T5XHBW2m,3,1,0.43939393758773804
0U4iRayct65wsaBMQGiLbg,0,1,0.6530612111091614
6aXgxeYA03veaPyHHZQaj3,1,0,0.28260868787765503
3CTYmzckYp8iCEnqCk4mJH,4,0,0.20000000298023224
3S4px9f4lceWdKf0gWciFu,3,1,0.7450980544090271
1BsrBCypJvmRdE7opPhBAP,2,0,0.2666666805744171
5nujrmhLynf4yMoMtj8AQF,4,1,0.6744186282157898
4Tt6GiWS2V9sQjZjS2xjp2,2,1,0.7777777910232544
5pziLFnvxKHEYk1DEabyb0,0,0,0.6315789222717285
5RdMiRPAp2cZfeZiNLG7Go,1,0,0.28260868787765503
6mXdCcFnPKQznj4CmMRmHC,1,0,0.8275862336158752
4G8gkOterJn0Ywt6uhqbhp,3,1,0.38461539149284363
43VXG87ajppI8mO1Mxo8vu,1,1,0.8275862336158752
436dUUwBFNBUKhYKmLAUdl,3,0,0.38461539149284363
5XKXMWPACPq51OiqzxenZo,2,1,0.8888888955116272
4WaDNrOs4CwEIvPOXTCpdi,3,0,0.43939393758773804
6mstsFlnLZidRE8K3JGtV7,3,0,0.38461539149284363
0IsIY8pfu1yaGkPUD7pkDx,4,0,0.3499999940395355
6UelLqGlWMcVH1E5c4H7lY,0,1,0.5254237055778503
4n9tc1RCBIzH94P2Q2j9Po,2,0,0.2666666805744171
6rMwYjoFvxKiaEH4If8ZpZ,0,0,0.30434781312942505
34cHrVZPJ6toBLGcuF3vnX,1,0,0.5
3kXH9BQq0TyNliiP1MIE6N,2,1,0.4375
7lQUiU7ig8VnBUF0cHZGOH,0,0,0.0
1BLKbeXEpR3bIWzyp3Tf79,0,0,0.0
1pbHy9VBpSyZh56xuujZz0,0,0,0.8333333134651184
5YqltLsjdqFtvqE7Nrysvs,4,1,0.6666666865348816
1gg7VrHQD09dTZd8MzCsRA,4,0,0.0714285746216774
37f4ITSlgPX81ad2EvmVQr,4,1,0.6744186282157898
5ZJGv7aGdIr9IGpxzSG18T,3,1,0.5
4UoHr0QnT5qlvRnhKZ4nDp,2,0,0.0
01AbB47Hm60LTIStyzMb2g,4,0,0.2857142984867096
2bL2gyO6kBdLkNSkxXNh6x,3,1,0.38461539149284363
54PbBpquVfhfrwRwvjSXbI,0,1,0.8333333134651184
2oftIq7jZ1RmxtckArhNhU,1,0,0.28260868787765503
0ZNrc4kNeQYD9koZ3KvCsy,3,1,0.7450980544090271
2c5auu2wlDjh3PqH35qzrc,3,0,0.43939393758773804
0nrRP2bk19rLc0orkWPQk2,2,1,0.2666666805744171
4EQV5E5z8vhfc6C99RehjB,1,0,0.0
2l6XDDLJeb75safurlAsiK,3,0,0.0
2Foc5Q5nqNiosCNqttzHof,2,1,0.4375
59ywHNwwchG4nZJMLyxSzd,0,1,1.0
4PpuH4mxL0rD35mOWaLoKS,1,1,0.8275862336158752
5tFep7dXGd7vEJ668wTPux,4,1,0.8333333134651184
5T7ZFtCcOgkpjxcuaeZbw0,2,1,0.6571428775787354
2g11HhWmh6h2EgnMK3WWSu,4,0,0.5277777910232544
2HRqTpkrJO5ggZyyK6NPWz,1,1,0.7323943376541138
0OSP6D8g0orNXAHhfHxgG7,4,0,0.6000000238418579
6Ozh9Ok6h4Oi1wUSLtBseN,1,1,0.5
3uxOO2EPQCgEkpkdC0Tj7g,4,0,0.3076923191547394
00KyYtT6NaXwbPecina5Pj,0,1,0.30434781312942505
4sUznhMUu1NCVZYuO5mVkF,3,0,0.625
5bcTCxgc7xVfSaMV3RuVke,0,1,0.8333333134651184
2RCQ5nfZGHGlxQkjoWE7Mq,4,0,0.5277777910232544
2iuZJX9X9P0GKaE93xcPjk,3,1,0.7450980544090271
5Ohxk2dO5COHF1krpoPigN,0,1,0.5254237055778503
7l9IqDtVWJurTvkQHq1BGh,0,1,0.6530612111091614
3bHcQsPXda18ri3WAO1xIs,4,0,0.3076923191547394
5z4rXPO6B5SSMVnRfPWb61,3,0,0.0
2VSnwBXZLxPJoAHyDRyxrW,1,0,0.7323943376541138
2MxG5l4bd3HgVzEuY5EvMt,1,0,0.28260868787765503
41MlSJxqdr60xsfYocAgRA,1,0,0.0
5kqIPrATaCc2LqxVWzQGbk,2,1,0.8888888955116272
2XU0oxnq2qxCpomAAuJY8K,4,1,0.8333333134651184
4YIRHEgi3ABgwGdgJkI1Zk,1,0,0.28260868787765503
63r0zgb1q1a0N5HNKAn3Po,4,0,0.0
1kbEbBdEgQdQeLXCJh28pJ,4,1,0.5277777910232544
7xJYA6jhgw4vVEBFyoPGMZ,4,0,0.0714285746216774
7GPq5i4Dn95yDaqxdoeKNW,4,0,0.5277777910232544
07KF1lMPEgIMfcLnqTjks2,2,0,0.1818181872367859
2mlNgAeIBnL78ZriXgrRHz,1,1,0.28260868787765503
4tuD5dWiGkUHd5MGRDUfC9,4,0,0.6904761791229248
4r1p0rILitWmWr7ZYO7B4c,3,0,0.7450980544090271
0HnaqUxvHP5LaWdmWwJpiS,3,1,0.7450980544090271
2Vevs2eAQNNb7NTpKj5kqA,2,0,0.7777777910232544
4HMfSzk0UsiRhulF0eb1M9,4,0,0.6744186282157898
7aXuop4Qambx5Oi3ynsKQr,1,1,0.7323943376541138
5OGZ2Mx4Cs6RCndDRycGBJ,0,1,0.5254237055778503
6F1qzxCuYBuUnKZz1ZOEWc,2,0,0.5
1H7KnK26kc1YyellpbINEn,3,1,0.43939393758773804
6UW9S0skvWZ9PUvLti7aZP,3,0,0.43939393758773804
3Vi5XqYrmQgOYBajMWSvCi,0,1,0.8333333134651184
0C8HYnqsmiYxsKUaCBGZlf,0,0,0.8333333134651184
3ms9tJvFtCRqWMagyOnUAt,4,0,0.6904761791229248
50nfwKoDiSYg8zOCREWAm5,0,1,0.6530612111091614
4dVpf9jZjcORqGTLUaeYj9,3,1,0.43939393758773804
7zNFggZPMLBF6rLOz4XoqQ,0,0,0.0
5RAXb67yhAe5rw5Q9nSPUg,4,0,0.3499999940395355
5myjSxfvS8pzSMK3jJcfIL,3,0,0.8333333134651184
5NQJnRpJHRaupdegphntQT,1,1,0.8275862336158752
7tr2za8SQg2CI8EDgrdtNl,0,1,0.8333333134651184
1Ex29VjL0Au0nZ6WetjfH9,1,0,0.0
0NTMtAO2BV4tnGvw9EgBVq,0,1,1.0
7q6UVd7B02FlcLc7d13M3q,3,0,0.43939393758773804
09hVlIVHtEE1nLUv6YGZiW,2,1,0.6571428775787354
119BNEAhAdpxMP2lUqU1t3,2,0,0.0
72jbDTw1piOOj770jWNeaG,3,1,0.625
5DIBVDJOHh7djepAjKHWCO,1,1,0.5
6jjYDGxVJsWS0a5wlVF5vS,0,1,0.6530612111091614
0n4bITAu0Y0nigrz3MFJMb,1,1,0.7323943376541138
0aYt10BH2QvudRK5rbnDnv,3,0,0.0
0tUeV3UblB15D5PwMPSrbw,4,0,0.6744186282157898
0BNmpxxtfAZKa2im1oaIyC,1,0,0.7323943376541138
0A9mHc7oYUoCECqByV8cQR,0,1,0.20000000298023224
1jAzdHn0n2mODt7ZwW9S8N,3,0,0.43939393758773804
2iUXsYOEPhVqEBwsqP70rE,0,1,0.5254237055778503
2IRZnDFmlqMuOrYOLnZZyc,1,1,0.8275862336158752
4S5r8rve0naIVJETA51Oh5,2,0,0.1818181872367859
0lsRatBUs9HNIZAmoGABzk,1,1,0.7323943376541138
3a9dxgyM2rbFUvmN35qTTj,2,0,0.2666666805744171
1LhMopPAallLeaeNutqbgS,1,1,0.7323943376541138
2j5hsQvApottzvTn4pFJWF,3,1,0.8333333134651184
3p7XQpdt8Dr6oMXSvRZ9bg,0,1,0.8333333134651184
7uo4haz4VHCmrjBO0sZXUq,1,0,0.28260868787765503
3jjujdWJ72nww5eGnfs2E7,0,1,0.8333333134651184
1NRrlwFxkrEr2ZnwXJAXWe,2,0,0.09090909361839294
0CwiF8zPjl7ESC6nDnBvPo,4,0,0.0714285746216774
2FY7b99s15jUprqC0M5NCT,3,1,0.625
4lhqb6JvbHId48OUJGwymk,2,1,0.5
6yARPLK0PV4heEyh7pVMGz,1,1,0.7323943376541138
1S1SmyaFUHdAVAl16eZlgj,4,0,0.5277777910232544
4lIxdJw6W3Fg4vUIYCB0S5,4,1,0.6744186282157898
0QHEIqNKsMoOY5urbzN48u,0,1,0.6530612111091614
0DWdj2oZMBFSzRsi2Cvfzf,3,1,0.625
0o6V0Ij0wf7nZiTxPTiWgQ,1,0,0.11764705926179886
7sHGrG2Xo1UQ4mSLZLpyY2,3,0,0.43939393758773804
20R4HfKloPKgXDqU7UKk3x,4,1,0.3499999940395355
1wWZLW9uN2gLHkpx5MlfHV,0,0,0.0
6s9m5J92By7jii22Q2XtY2,3,1,0.43939393758773804
6CjtS2JZH9RkDz5UVInsa9,3,1,0.7450980544090271
2vwlzO0Qp8kfEtzTsCXfyE,2,1,0.6499999761581421
3QGsuHI8jO1Rx4JWLUh9jd,1,1,0.28260868787765503
5pfJsMwoRYKampPay8amX0,3,1,0.7450980544090271
6t2eIONH4Sax3R21QWiKNp,4,1,0.6904761791229248
5f1joOtoMeyppIcJGZQvqJ,2,1,0.7777777910232544
0moqpuDhgttCjbCW9eYtNq,1,0,0.11764705926179886
0Rm85lKJ6ekRvWTF3msFXz,3,0,0.5
5b2bu6yyATC1zMXDGScJ2d,4,1,0.6744186282157898
67awxiNHNyjMXhVgsHuIrs,0,1,0.6530612111091614
1rkfJLgTlB6XYNjgZ0sVaK,3,1,0.43939393758773804
5uCax9HTNlzGybIStD3vDh,0,1,0.6315789222717285
4E0v7I2QmiTFDIDJuP5AeZ,0,0,0.30434781312942505
77e1d8pVDGq0z9Vl6NGPwS,3,0,0.43939393758773804
3DmW6y7wTEYHJZlLo1r6XJ,4,1,0.6744186282157898
7hHeAw2ll9ZuWlg34XhMis,1,0,0.0
3Yli7uWdYoxhtC8lsQEKC3,3,0,0.0
5enxwA8aAbwZbf5qCHORXi,4,1,0.5277777910232544
7ANJBj2j4axvayuxdnKqoS,3,0,0.43939393758773804
3rUGC1vUpkDG9CZFHMur1t,0,1,0.6315789222717285
4umIPjkehX1r7uhmGvXiSV,4,1,0.6904761791229248
1JCCdiru7fhstOIF4N7WJC,0,1,0.6315789222717285
2Rk4JlNc2TPmZe2af99d45,4,1,0.5277777910232544
1sL0UTiQcgcoaYgRlkR3Y6,1,0,0.0
7zsXy7vlHdItvUSH8EwQss,4,1,0.6153846383094788
6MVsglpCXFeS8sY2aGU8DN,3,0,0.43939393758773804
20DfkHC5grnKNJCzZQB6KC,1,1,0.7323943376541138
2IGMVunIBsBLtEQyoI1Mu7,0,1,0.8333333134651184
1BxfuPKGuaTgP7aM0Bbdwr,4,1,0.6744186282157898
7pzMu8Y4MfwSgbuqJGcCw2,3,0,0.0
1jaTQ3nqY3oAAYyCTbIvnM,1,1,0.7323943376541138
7yNX3ZFBWZoR52pbeU4Mcl,2,1,0.6571428775787354
65y9gkCzkq6XEzqzrI221z,0,0,0.6530612111091614
0qvKgNrG1NGD2gfmWPlY6a,1,0,0.11764705926179886
5vUnjhBzRJJIAOJPde6zDx,4,1,0.3499999940395355
0oJcIWQvejgUi79vtH8x80,3,0,0.625
7kDUspsoYfLkWnZR7qwHZl,4,1,0.6153846383094788
7BKx7RIo6NKZOTZw7ht8tT,3,0,0.0
5amnF5J2joZnGLJnyuyLkm,2,0,0.2666666805744171
7gZXCjAy6nxKCQWLEeX4LZ,2,1,0.6499999761581421
09mHLXMh3rmruStxevfh3U,3,0,0.43939393758773804
2f4K9nhN2RaRsMGaXTO3zt,2,0,0.4166666567325592
1i1fxkWeaMmKEB4T7zqbzK,3,1,0.38461539149284363
6XHVuErjQ4XNm6nDPVCxVX,3,1,0.7450980544090271
4kte3OcW800TPvOVgrLLj8,4,1,0.6000000238418579
2UIUM6WSATp3fK2rgBwB6J,2,0,0.1818181872367859
7DnAm9FOTWE3cUvso43HhI,1,1,0.7323943376541138
7cRggVoZ18mmvIN2EcSQ3J,2,0,0.6571428775787354
4iJyoBOLtHqaGxP12qzhQI,4,1,0.6904761791229248
6fDlK6P4s3BVMls9EmfCWI,2,1,0.5
5yhKaacMZGRo4s6evJx9vk,2,1,0.8888888955116272
1brnLTvarI9D1hLP6z2Ar8,0,1,0.6315789222717285
13P5rwmk2EsoFRIz9UCeh9,1,1,0.7323943376541138
2DQ1ITjI0YoLFzuADN1ZBW,2,1,0.6571428775787354
3LEiqJm0Q2iwUNZ8t5PDqe,3,0,0.5
78pn8k7RogKo2oxl0DyX6d,1,0,0.7323943376541138
0J1YRLYhTG1MBosjidD7OI,4,1,0.6904761791229248
1at2p0RehzTXaFZFhlWXua,2,0,0.0
5G47DlluL671zo0k3OhoSm,3,1,0.8333333134651184
2sLwPnIP3CUVmIuHranJZU,4,1,0.6904761791229248
5ggWRMAGb5XhVN0bbCQBZ6,1,0,0.0
0zMzyHAeMvwq5CRstru1Fp,2,1,0.2666666805744171
21bRzGDnsSLUjnVV07LSCA,2,0,0.1818181872367859
24aWQFM1p8zbVcbDt93OIp,0,0,0.5254237055778503
3CjVigooVCgh0kam8sHYkN,4,0,0.3499999940395355
2Uak7X78uNFUuEsA22GLT6,2,0,0.0
02VBYrHfVwfEWXk5DXyf0T,4,1,0.3499999940395355
7ju97lgwC2rKQ6wwsf9no9,0,1,0.6315789222717285
7xUv1Igrk1WG79VfD0xsXS,4,0,0.6904761791229248
7FC9Lng8iXU081lbigu8m8,4,1,0.5277777910232544
1vYXt7VSjH9JIM5oRRo7vA,4,1,0.5277777910232544
7p2UuZUwgke4lSW9B9mgwG,0,0,0.6315789222717285
0tEKvFDyMqytiKeyVCdyHf,2,0,0.7777777910232544
7gFqTzz5tl3xKn3GmfH4Md,0,0,0.20000000298023224
2vlDrKpOC0eSTqTDRcbYyw,0,1,0.30434781312942505
1zB4vmk8tFRmM9UULNzbLB,3,1,0.1428571492433548
7rrWWr43Qc5aXED95aNfxq,1,0,0.5
3Kkjo3cT83cw09VJyrLNwX,2,1,0.6571428775787354
7gpy7sfWPNuOKmUNs3XQYE,0,1,0.5254237055778503
29kQS8jVf08MEp6vFCF8Ot,0,0,0.5254237055778503
1b5mYf9KGaSwNpIeFeY1FP,2,0,0.0
3iYEsBl8NBq1o1j5uY2Noe,0,1,0.20000000298023224
1bzM1cd6oqFozdr4wK6HdR,3,1,0.625
7xcUWyLh6fIMsYjoVI7NnZ,1,0,0.0
1K39ty6o1sHwwlZwO6a7wK,4,1,0.6153846383094788
4tCtwWceOPWzenK2HAIJSb,0,1,0.8333333134651184
2WnAKZefdRHxtBEkRjFOHC,4,1,0.6744186282157898
3UyszddHSXiGMz3zVLOLRN,2,0,0.6499999761581421
0PJIbOdMs3bd5AT8liULMQ,1,1,0.5
3nbdFDFM4Qq9CCrpSmKFEl,4,0,0.8333333134651184
2OzhQlSqBEmt7hmkYxfT6m,4,1,0.3499999940395355
2ssK82MQkZY7qJvQeJc1Eg,4,0,0.6904761791229248
6iMlgxnCWO9On1xaVH9NEL,2,0,0.1818181872367859
7jb91qnNv2R1XdrICW4A0y,3,0,0.43939393758773804
7EQGXaVSyEDsCWKmUcfpLk,1,1,0.7323943376541138
5AnCLGg35ziFOloEnXK4uu,2,1,0.5
1jF7IL57ayN4Ity3jQqGu0,3,1,0.7450980544090271
1z9kQ14XBSN0r2v6fx4IdG,0,1,0.8333333134651184
0SyCiolhBfPZNivoisaqGY,4,0,0.5277777910232544
3f74yUzjdr1P2xyAsBxPHf,1,0,0.0
14OxJlLdcHNpgsm4DRwDOB,1,1,0.7323943376541138
6St3D4YAUdJmLpXx79TaMk,3,0,0.0
0EYvgaUy9DrBh293VywDew,4,0,0.0714285746216774
6U2tdXbNc2MLcgSTvDrb5L,4,0,0.3499999940395355
