name_lower,artist_lower,spt_id,release_year,billboard_year,is_bb,lyric,detected_lang,confidence_level,is_english
chains,nick jonas,5Eg4TsPcqNbIjd8ADMZosg,2015,2015,1,"with her winestained lips yeah shes nothing but trouble
cold to the touch but shes warm as a devil
i gave her my heart but she wanted my soul
she tasted the break and i cant get more
you got me in chains
you got me in chains for your love
but i wouldnt change
no i wouldnt change this love
you got me in chains
you got me in chains for your love
but i wouldnt change
no i wouldnt change this love
tryna break the chains but the chains only break me oh oh oh oh
tryna break the chains but the chains only break me
alone in the night til she knocks on my door oh no
wasted again but i cant say no no
baby tell me why why you do do me wrong
baby tell me why why you do do me wrong
gave you my heart but you took my soul
you got me in chains oh babe
you got me in chains for your love
but i wouldnt change i wouldnt change
no i wouldnt change this love
you got me in chains
you got me in chains for your love
but i wouldnt change wouldnt change
no i wouldnt change this love
tryna break the chains but the chains only break me oh oh oh oh
tryna break the chains but the chains only break me oh oh oh oh
you got me in
baby tell me why why you do do me wrong
baby tell me why why you do do me wrong
gave you my heart but you took my soul oh
you got me in chains
you got me in chains for your love
but i wouldnt change
no i wouldnt change this love
you got me in chains oh babe
you got me in chains for your love
but i wouldnt change ooh
no i wouldnt change this love
tryna break the chains but the chains only break me",en,0.9377539753913879,True
all eyes on you,meek mill,0hy1SOTEn9ifXTzOwnCwEr,2015,2015,1,"yeah yeah yeah
baby is you drunk is you had enough
are you here lookin for love ooh ooh
got the club goin crazy
all these bitches but my eyes on you
is you somebodys baby
if you aint girl what we gon do
if your ego need it baby yeah yeah yeah oh
give it all up for you right now
we got the club goin crazy
all eyes all eyes on you
she was the baddest i was the realest ooh ooh
we was the flyest up in the buildin yeah yeah yeah yeah
we was countin this money lovin the feelin ooh oh ooh
look at you now in love with a hitta yeah yeah yeah
but now its all eyes on me yeah and it all lies on me  yeah
to say somethin to your pretty ass
some hood shit what you lookin at uhhuh
cause im good for that birkin bags im good for that yeah
might just be your plug for that yeah
you might fall in love with that got love for that yeah yeah yeah
whats your name who you with
where you from you the shit
choose and pick get the right one
all these chicks you got to like one yeah yeah yeah yeah
all these hits you got to like one
all these bottles got the lights up oh ooh
all these models got the right one
what you gon do hide or run woah yeah
you ready
baby is you drunk is you had enough
are you here lookin for love ooh ooh
got the club goin crazy
all these bitches but my eyes on you
is you somebodys baby
if you aint girl what we gon do ooh
if your ego need it baby yeah yeah yeah oh
give it all up for you right now
we got the club goin crazy
all eyes all eyes on you
yo he was the realest i was the baddest we was the illest
when he approached me i said yo what the deal is
in and out them dealers rockin chinchillas
i got him in the back of that bach i think he catchin feelings yeah
now its all eyes on us and this all lies on trust
and if them bitches wanna trip tell em they tour guides on us
this kitty cat on reclusive he duck duckin them gooses
i put him on to that newnew now he only fuck with exclusives
he was like whats your name my name nick
where you from new york in this bitch
choose and pick you got the right one
all them hoes aint nothin like them
nigga you know youd never wife them
none of them niggas aint never hit this
still at the top of all they hit lists
what they gon do meek and nick
yeah baby is you drunk is you had enough
are you here lookin for love ooh ooh
got the club goin crazy
all these hittas but my eyes on you
is you somebodys baby ah ooh ooh
if you aint boy what we gon do
if your ego need it baby yeah yeah yeah oh
give it all up for you right now
we got the club goin crazy
all eyes all eyes on you
she was the baddest he was the realest ooh ooh
we was the fliest we was the illest yeah yeah yeah
i was the realest i was the baddest ooh oh ooh
we was the fliest up in the buildin ooh ooh yeah yeah yeah",en,0.9625720977783203,True
no type,rae sremmurd,4scpF6J5uMBvoh6sFB7EL1,2015,2015,1,"yeah
ear drummers
bad bitches is the
mike will madeit yeah
i dont got no type nah
bad bitches is the only thing that i like woo
you aint got no life nah
cups with the ice and we do this every night hey
i aint check the price i got it
i make my own money so i spend it how i like woo
im just livin life hey hey
and let my mama tell it nigga i aint livin right no leanin
chop the top off the porsche thats a headless horse hey hey
extendo long as an extension cord damn cord
bitch i ball like jordan jordan and i play full court i play full court
and if you not my type then you know i gotta keep this shit short gotta keep this shit short with you ayy
what you know about a check what you got up in your pocket what you spendin when you shoppin dog hey
why you wanna go flex like you all in the mix like you got some shit poppin off hey
i got some models that you see up in the movies and they wanna make a flick for the camera yeah
wanna be kim kardashian hey heard i was livin like a bachelor woo
i dont got no type nah
bad bitches is the only thing that i like woo
you aint got no life nah
cups with the ice and we do this every night hey
i aint check the price i got it
i make my own money so i spend it how i like woo
im just livin life hey hey
and let my mama tell it nigga i aint livin right no
spend it how i like yeah
sinnin every night yeah
pushstart the whip hey
brought it straight to life come to life
blowin on the kush blowin
til im out of sight im gone
i dont check the price bitch
all i do is swipe woo
she say whats your type yeah
i said i like what i like yeah
i dont second guess nah
i just roll the dice keep it movin
keep your two cents hey
take your own advice hey
i been livin life yeah
like i lived twice
i dont got no type nah
bad bitches is the only thing that i like woo
you aint got no life nah
cups with the ice and we do this every night hey
i aint check the price i got it
i make my own money so i spend it how i like woo
im just livin life hey hey
and let my mama tell it nigga i aint livin right no
i dont got no type
i dont got no type
and let my mama tell it nigga i aint livin right",en,0.8239880800247192,True
riptide,vance joy,2uXlHCUbq9OMUwx3hrk06o,2014,2015,1,"i was scared of dentists and the dark
i was scared of pretty girls and starting conversations
oh all my friends are turnin green
youre the magicians assistant in their dream
ohooh ohoh
and they come unstuck
lady runnin down to the riptide
taken away to the dark side
i wanna be your left hand man
i love you when youre singin that song and
i got a lump in my throat cause
youre gonna sing the words wrong
theres this movie that i think youll like
this guy decides to quit his job and heads to new york city
this cowboys runnin from himself
and shes been livin on the highest shelf
ohooh ohoh
and they come unstuck
lady runnin down to the riptide
taken away to the dark side
i wanna be your left hand man
i love you when youre singin that song and
i got a lump in my throat cause
youre gonna sing the words wrong
i just wanna i just wanna know
if youre gonna if youre gonna stay
i just gotta i just gotta know
i cant have it i cant have it any other way
i swear shes destined for the screen
closest thing to michelle pfeiffer that youve ever seen oh
lady runnin down to the riptide
taken away to the dark side
i wanna be your left hand man
i love you when youre singin that song and
i got a lump in my throat cause
youre gonna sing the words wrong
oh lady runnin down to the riptide
taken away to the dark side
i wanna be your left hand man
i love you when youre singin that song and
i got a lump in my throat cause
youre gonna sing the words wrong
oh lady runnin down to the riptide
taken away to the dark side
i wanna be your left hand man
i love you when youre singin that song and
i got a lump in my throat cause
youre gonna sing the words wrong yeah
i got a lump in my throat cause
youre gonna sing the words wrong",en,0.8932707905769348,True
classic man,jidenna,3G7XYAwtxtoGK7fAm4IlD9,2015,2015,1,"my name calling all night
i can pull the wool while im being polite
like darling calling all night
i can be a bull while im being polite
like oh me oh me oh my
i know many women want to be in my life
like oh me oh me oh my
why cant every woman end up being my wife
even if she go away even if she go away
even if she go away even if she go away
im a classic man
you can be mean when you look this clean im a classic man
calling on me like a young og im a classic man
your needs get met by the street elegant old fashioned man
yeah baby im a classic man
i burn through the hood like whoa
when everybodys feeling so cold
i cool like nat king cole
and niggas get a bit of my glow
i got charm like a leprechaun mummafunka
now yall fucking with the wrong mummafunka
chief be like a don mummafunka
and we dont live by the law mummafunka
even if she go away even if she go away
even if she go away even if she go away
im a classic man
you can be mean when you look this clean im a classic man
calling on me like a young og im a classic man
your needs get met by the street elegant old fashioned man
yeah baby im a classic man
i burn through the gate like whoa
and everybody get in we know
i love life living like gold
and niggas wanna get in my glow
i got mad love for my crew mufucker
im the im the man who you mufucker
shine bright like a jewel mummafunka
even under fire im cool mummafunka
even when she go away even when she go away
even when she go away even when she go away
im a classic man
you can be mean when you look this clean im a classic man
calling on me like a young og im a classic man
your needs get met by the street elegant old fashioned man
yeah baby im a classic man
keep my gloves dirty but my hands clean
got to keep the business in the family
breadwinner filling up the pantry
now my niggas slang cane like a dandy
i tell you how it go
you pull out rubber bands i pull out an envelope
the ladies on my elbow aint for the show
every madame on my team is a top general oh
got to be ready for war war
should they get into my door door
get em well get em i know that well get em
cause i lived through this shit before oh
im a classic man
you can be mean when you look this clean im a classic man
calling on me like a young og im a classic man
your needs get met by the street elegant old fashioned man
yeah baby im a classic man
im a classic man
im a classic man
im a classic man
old fashioned man
im a classic man",en,0.7584642767906189,True
ex's & oh's,elle king,70eDxAyAraNTiD6lx2ZEnH,2015,2015,1,"well i had me a boy turned him into a man
i showed him all the things that he didnt understand woah
and then i let him go
now theres one in california whos been cursin my name
cause i found me a better lover in the uk heyhey
until i made my getaway
one two three they gonna run back to me
cause im the best baby that they never gotta keep
one two three they gonna run back to me
they always wanna come but they never wanna leave
exs and the oh oh ohs
they haunt me like ghosts
they want me to make em oh oh oh
they wont let go exs and ohs
i had a summer lover down in new orleans
kept him warm in the winter left him frozen in the spring my my
how the seasons go by
i get high and i love to get low
so the hearts keep breaking and the heads just roll you know
thats how the story goes
one two three they gonna run back to me
cause im the best baby that they never gotta keep
one two three they gonna run back to me
they always wanna come but they never wanna leave
exs and the oh oh ohs
they haunt me like ghosts
they want me to make em oh oh oh
they wont let go
my exs and the oh oh ohs
they haunt me like ghosts
they want me to make em oh oh oh
they wont let go exs and ohs
one two three they gonna run back to me
climbing over mountains and asailing over seas
one two three they gonna run back to me
they always wanna come but they never wanna leave
my exs and the oh oh ohs
they haunt me like ghosts
they want me to make em oh oh oh
they wont let go
exs and the oh oh ohs
they haunt me like aghosts
they want me to make em oh oh oh
they wont let go exs and ohs",en,0.9633328914642334,True
dear future husband,meghan trainor,5MEYDJVJMaGAXfddTo0D6J,2015,2015,1,"dear future husband
heres a few things youll need to know if
you wanna be my one and only
all my life
take me on a date i deserve it babe
and dont forget the flowers every anniversary
cause if youll treat me right ill be the perfect wife
buying groceries buybuying what you need
you got the 9 to 5 but baby so do i
so dont be thinkin ill be home and baking apple pies
i never learned to cook but i can write a hook
sing along with me sing sing along with me hey
youve gotta know how to treat me like a lady
even when im actin crazy
tell me everythings alright
dear future husband
heres a few things youll need to know if
you wanna be my one and only
all my life
dear future husband
if you wanna get that special loving
tell me im beautiful each and every night woo
after every fight just apologize
and maybe then ill let you try and rock my body right
even if i was wrong you know im never wrong
why disagree why why disagree
youve gotta know how to treat me like a lady
even when im actin crazy
tell me everythings alright alright
dear future husband
heres a few things youll need to know if
you wanna be my one and only
all my life hey baby hey
dear future husband
make time for me dont leave me lonely
and no well never see your family more than mine
ill be sleeping on the left side of the bed hey
open doors for me and you might get some kisses
dont have a dirty mind just be a classy guy
buy me a ring buy buy me a ring babe
youve gotta know how to treat me like a lady
even when im actin crazy
tell me everythings alright woo hey
dear future husband
heres a few things youll need to know if
you wanna be my one and only
all my life
dear future husband
if you wanna get that special lovin
tell me im beautiful each and every night thats right
oh woah future husband better love me right",en,0.8694247007369995,True
marvin gaye,charlie puth,4LfkoDOt4mhrbo8Ndk37sQ,2015,2015,1,"lets marvin gaye and get it on
you got the healin that i want
just like they say it in the song
until the dawn lets marvin gaye and get it on
we got this kingsize to ourselves
dont have to share with no one else
dont keep your secrets to yourself
its kama sutra show and tell yeah
woahohohoh
theres lovin in your eyes that pulls me closer
oh it pulls me closer
its so subtle its so subtle
im in trouble im in trouble
but id love to be in trouble with you
lets marvin gaye and get it on
you got the healin that i want
just like they say it in the song
until the dawn lets marvin gaye and get it on
youve got to give it up to me
im screamin mercy mercy please
just like they say it in the song
until the dawn lets marvin gaye and get it on
and when you leave me all alone
im like a stray without a home
im like a dog without a bone
i just want you for my own
i got to have you babe
woahohohoh
theres lovin in your eyes that pulls me closer
oh it pulls me closer
its so subtle its so subtle
im in trouble im in trouble
but id rather be in trouble with you
lets marvin gaye and get it on
ooh baby i got that healin that you want yeah
like they say it in the songs
until the dawn lets marvin gaye and get it on
lets marvin gaye and get it on
you got the healin that i want
just like they say it in the song
until the dawn lets marvin gaye and get it on babe
youve got to give it up to me
im screamin mercy mercy please
just like they say it in the song
until the dawn lets marvin gaye and get it on
just like they say it in the song
until the dawn lets marvin gaye and get it on ooh",en,0.9167861938476562,True
like i'm gonna lose you,meghan trainor,2YlZnw2ikdb837oKMKjBkW,2015,2015,1,"i found myself dreamin in silver and gold
like a scene from a movie that every broken heart knows
we were walkin on moonlight and you pulled me close
split second and you disappeared and then i was all alone
i woke up in tears with you by my side
a breath of relief and ive realised
no were not promised tomorrow
so im gonna love you like im gonna lose you
im gonna hold you like im saying goodbye
wherever were standin i wont take you for granted
cause well never know when when well run out of time
so im gonna love you like im gonna lose you lose you
im gonna love you like im gonna lose you
in the blink of an eye just a whisper of smoke
you could lose everything the truth is you never know
so ill kiss you longer babe hey any chance that i get
ill make the most of the minutes and love with no regret
lets take our time to say what we want say what we want
use what we got before its all gone all gone
cause no no were not promised tomorrow
so im gonna love you like im gonna lose you lose you
im gonna hold you hey like im saying goodbye
wherever were standin yeah i wont take you for granted
cause well never know when when well run out of time
so im gonna love you im gonna love you like im gonna lose you like im gonna lose you
im gonna love you love you like im gonna lose you hey
im gonna love you oh like im gonna lose you like im gonna lose you
im gonna hold you like im saying goodbye
wherever were standin i wont take you for granted
cause well never know when when well run out of time
so im gonna love you im gonna love you baby like im gonna lose you like im gonna lose you
im gonna love you oh like im gonna lose you",en,0.764698326587677,True
the hanging tree,james newton howard,416MsJxvxSKY96DCmbJIRs,2014,2015,1,"are you are you
coming to the tree
where they strung up a man
they say who murdered three
strange things did happen here no stranger would it be
if we met at midnight in the hanging tree
are you are you
coming to the tree
where a dead man called out
for his love to flee
strange things did happen here no stranger would it be
if we met at midnight in the hanging tree
are you are you
coming to the tree
where i told you to run
so wed both be free
strange things did happen here no stranger would it be
if we met at midnight in the hanging tree
are you are you
coming to the tree
wear a necklace of hope
side by side with me
strange things did happen here no stranger would it be
if we met at midnight in the hanging tree
are you are you
coming to the tree
where i told you to run
so wed both be free
strange things did happen here no stranger would it be
if we met at midnight in the hanging tree
are you are you
coming to the tree
where they strung up a man
they say who murdered three
strange things did happen here no stranger would it be
if we met at midnight in the hanging tree
are you are you
coming to the tree
where a dead man called
out for his love to flee
strange things did happen here no stranger would it be
if we met at midnight in the hanging tree",en,0.9630038142204285,True
coco,o.t. genasis,2JI71GHwq2LN8mtq3iCLYo,2014,2015,1,"juice808
im in love with the coco coco
im in love with the coco coco
i got it for the low low
im in love with the coco coco
im in love with the coco cocaína
im in love with the coco coco
i got it for the low low turn up
im in love with the coco
hit my plug thats my cholo mi amigo
cause he got it for the low low
if you snitchin i go loco go crazy
hit you with that treinta ocho pah pah
niggas thinkin that im solo
fifty deep they like oh no no no no please no
heard the feds takin photos
i know nothin fuck the popo
bakin soda i got bakin soda
bakin soda i got bakin soda
whip it through the glass nigga woo woo woo woo
im blowin money fast nigga woo woo woo woo
im in love with the coco coco
im in love with the coco coco
i got it for the low low
im in love with the coco coco
im in love with the coco cocaína
im in love with the coco coco
i got it for the low low turn up
im in love with the coco
36 thats a kilo aquí
need a brick miss my free throw they white
im in love just like neyo
bustin shots now he neo matrix
free my homies fuck the co puto
fuck the judge fuck my po puto
all this coke like im nino
water whip like im nemo
bakin soda i got bakin soda
bakin soda i got bakin soda
whip it through the glass nigga woo woo woo woo
im blowin money fast nigga woo woo woo woo
im in love with the coco coco
im in love with the coco coco
i got it for the low low
im in love with the coco coco
im in love with the coco cocaína
im in love with the coco coco
i got it for the low low turn up
im in love with the coco",en,0.6134159564971924,NTC
lay me down,sam smith,74sb4Gib0cL3TQeCjYF8vh,2014,2015,1,"yes i do i believe
that one day i will be where i was
right there right next to you
and its hard the days just seem so dark
the moon the stars are nothing without you
your touch your skin where do i begin
no words can explain the way im missing you
deny this emptiness this hole that im inside
these tears they tell their own story
told me not to cry when you were gone
but the feelings overwhelming its much too strong
can i lay by your side next to you you
and make sure youre all right
ill take care of you
i dont want to be here if i cant be with you tonight
im reaching out to you
can you hear my call whos to say you wont hear me
this hurt that ive been through
im missing you missing you like crazy
you told me not to cry when you were gone
but the feelings overwhelming its much too strong
can i lay by your side next to you you
and make sure youre all right
ill take care of you
i dont want to be here if i cant be with you tonight
lay me down tonight lay me by your side
lay me down tonight lay me by your side
can i lay by your side next to you you",en,0.9556703567504883,True
tuesday,ilovemakonnen,35rSpXB5bk9ega9jsjcRts,2014,2015,1,"sonny digital
metro boomin want some more nigga
got the club goin up on a tuesday
got your girl in the cut and she choosey
club goin up on a tuesday
got your girl in the cut and she choosey
club goin up on a tuesday
got your girl in the cut and she choosey
club goin up on a tuesday
got your girl in the cut and she choosey
squad goin up
nobody flippin packs now
i just did three in a row
them shows is backtoback to back now
put the world on our sound
you know party and the weeknd
aint got no motherfuckin time
to party on the weekend
tell gelo bring the juice
we about to get lit
fill the room up with some tings
one night off and this is it
always workin ot
overtime and out of town
shit is crazy back home
it kills me that im not around
i think we gettin too deep
shit im talkin might be too true
upstairs i got xans in an advil bottle
i dont take them shits but you do
so i got em for you
i dont need the pills
im just gon have another drink
and when im puttin work in on a weekend
ill look back on this and think
how we had the club going up
goin up on a tuesday
got your girl in the cut and she choosey
club goin up on a tuesday
got your girl in the cut and she choosey
club goin up on a tuesday
got your girl in the cut and she choosey
club goin up on a tuesday
got your girl in the cut and she choosey
workin monday night
on the corner flippin hard
made at least three thousand
on the boulevard
ive been workin graveyard
shifts every other weekend
aint got no fuckin time
to party on the weekend
ive been flippin in the house
makin juggs on the highway
ive been ridin out of state
makin money like my way
i dont think that i should dance
im just gon have another drink
im doin my stance
you know my molly pink
i got the loudest of the loud
you know my gas stink
my po think im in the house
dont give a damn bout what she think
got the club goin up on a tuesday
got your girl in the cut and she choosey
club goin up on a tuesday
got your girl in the cut and she choosey
club goin up on a tuesday
got your girl in the cut and she choosey
club goin up on a tuesday
got your girl in the cut and she choosey
it aint no way no how
i made it on my own
i made my own style
i dont think that i should stay
you know i gotta go
been moving too fast
dont wanna take it slow
got the club goin up on a tuesday
got your girl in the cut and she choosey
club goin up on a tuesday
got your girl in the cut and she choosey
club goin up on a tuesday
got your girl in the cut and she choosey
club goin up on a tuesday
got your girl in the cut and she choosey
club goin up on a tuesday
got your girl in the cut and she choosey
club goin up on a tuesday
got your girl in the cut and she choosey
got the club goin up",en,0.9405822157859802,True
hit the quan,ilovememphis,4OjuzM3rTWp3q60mEldNSF,2015,2015,1,"yeah yeah
bah uh yeah hey buck nasty i like your beat
ah ayy wait til they feel me i aint wastin no time tonight man
i finna i finna finna show you how to
hit the quan hit the quan hit the quan hit the quan
i said get down low and swing your arm
i said get down low and hit the quan
im finna show you how to
hit the quan hit the quan hit the quan hit the quan
i said get down low and swing your arm
i said get down low and hit the quan
i paper chase then vanish
hit the quan on her make her boyfriend panic
iheartmemphis but i also love dancing
i done took off on em i dont plan on landing
i call shots just do it like nike
no facetime but the people want to skype me
if i do time then who would really write me
i stay on yall mind but oh i think they like me
clean pair of sneaks with a designer belt
please watch your step cause im feeling myself
throw a flag on the play man somebody get the ref
go blahlalalalow man somebody get some help
pulled up on the block
hit the quan hit the quan hit the quan hit the quan
i said get down low and swing your arm
i said get down low and hit the quan
im finna show you how to
hit the quan hit the quan hit the quan hit the quan
i said get down low and swing your arm
i said get down low and hit the quan
pullpullpull up on the block and do the dance like crazy
this chick is hella hot but i know this chick crazy
if i think she not then that makes me crazy
we are both thots so we are both are crazy
flexflexing always on my agenda
your whole team rats your ceo is master splinter
bout to hit the quan and turn that girl into a member
now my whole team flexing i think we got a winner
people want to dap it up but they cant get none from me
i went to jail and snap it up at least i had bum money
people wanna walk around me tryna steal my lingo
just make sure when you talk about me you say hes doing his thing though
hit the quan hit the quan hit the quan hit the quan
i said get down low and swing your arm
i said get down low and hit the quan
im finna show you how to
hit the quan hit the quan hit the quan hit the quan
i said get down low and swing your arm
i said get down low and hit the quan",en,0.8983709216117859,True
downtown,macklemore & ryan lewis,5pfJsMwoRYKampPay8amX0,2016,2015,1,"i went to the moped store said fuck it
and salesmans like what up whats your budget
and im like honestly i dont know nothing about mopeds
he said i got the one for you follow me
ooh its too real
chromed out mirror i dont need a windshield
banana seat a canopy on two wheels
eight hundred cash thats a hell of a deal
im headed
downtown cruising through the alley
tiptoeing in the street like ballet
pulled up moped to the valet
white walls on the wheels like mayonnaise
dope my crew is ill
and all we need is two good wheels
got gas in the tank cash in the bank
and a bad little mama with her ass in my face
ima lick that stick that break her off kitkat
snuck her in backstage you dont need a wristband
dope
killing the game bout to catch a body
passed the harley dukie on the ducati
timbaland khaled scott storch birdman
goddamn man everybody got bugattis
but ima keep it hella 1987
head into the dealership and drop a stack and cop a kawasaki
im stunting on everybody hella raw pass the wasabi
im so low that my scrotums almost dragging up on the concrete
my seat is leather alright im lying its pleather
but girl we could still ride together oh
you dont need an uber you dont need a cab
fuck a bus pass you got a moped man
she got 1988 mariah carey hair
very rare mom jeans on her derriere
throwing up the west side as we tear in the air
stop by pike place throwing fish to a player
downtown downtown downtown
downtown downtown downtown
she has her arms around your waist
with a balance that will keep her safe downtown
have you ever felt the warm embrace downtown
of a leather seat between your legs
hey heyoheyey
hey heyoheyey
hey heyoheyey
hey heyoheyey
downtown
you dont want no beef boy
know i run the streets boy
better follow me towards
downtown
what you see is what you get girl
dont ever forget girl
aint seen nothing yet until youre
downtown
dope
cut the bullshit get off my mullet
stone washed so raw moped like a bullet
oh yeeow you cant catch me
a popo cant reprimand me
im in a bboy stance im not dancing
i got your girl on the back going tandem
cause im too damn quick im too damn slick
whole downtown yelling out who that is
its me the m the ac the k
sounding like a french pimp from back in the day
i take her to pend oreille and i water skate
i mean water ski ollie ollie oxen free
im perusing down fourth and they watching me
i do a headstand the eagle lands on my seat
well hello but baby the kickstand aint free
now do you or do you not wanna ride with me
i got one girl i got two wheels
she a big girl but aint a big deal
i like a big girl i like em sassy
going down the backstreet listening to blackstreet
running around the whole town
neighbors yelling at me like you need to slow down
going thirtyeight dan chill the fuck out
mow your damn lawn and sit the hell down
if i only had one helmet i would give it to you give it to you
cruising down broadway girl what a wonderful view wonderful view
theres layers to this shit player tiramisu tiramisu
let my coattail drag but i aint tearing my suit tearing my suit
downtown downtown downtown
downtown downtown
she has her arms around your waist
with a balance that will keep her safe
have you ever felt the warm embrace
of a leather seat between your legs
downtown
you dont want no beef boy
know i run the streets boy
better follow me towards
downtown
what you see is what you get girl
dont ever forget girl
aint seen nothing yet until youre
downtown
you dont want no beef boy
know i run the streets boy
better follow me towards
downtown
what you see is what you get girl
dont ever forget girl
aint seen nothing yet until youre
downtown",en,0.9012694358825684,True
house party,sam hunt,1TwLKNsCnhi1HxbIi4bAW0,2014,2015,1,"youre on the couch blowin up my phone
you dont wanna come out but you dont wanna be alone
it dont take but two to have a little soiree
if youre in the mood sit tight right where you are babe
cause ill be at your door in ten minutes
whatever you got on girl stay in it
you aint gotta leave the house to have a good time
ima bring the good time home to you
well have a house party we dont need nobody
turn your tv off break that boombox out
well wake up all the neighbors til the whole block hates us
and the cops show up and try to shut us down
if youre gonna be a homebody
were gonna have a house party
if you wanna be a homebody
were gonna have a house party
throw a neon tshirt over the lamp shade
ill take the furniture slide it out of the way
shakin the floor rattlin the roof
well go to town right there in your living room
lets have a house party we dont need nobody
turn your tv off break that boombox out
well wake up all the neighbors til the whole block hates us
and the cops will show up and try to shut us down
if youre gonna be a homebody
were gonna have a house party
if you wanna be a homebody
were gonna have a house party
so ill be at your door in ten minutes
whatever you got on baby stay in it
you aint gotta leave the house to have a good time
ima bring the good time home to you
well have a house party we dont need nobody
turn your tv off break that boombox out
well wake up all the neighbors til the whole block hates us
and the cops will show up and try to shut us down
if youre gonna be a homebody
were gonna have a house party
if you wanna be a homebody
were gonna have a house party",en,0.9263434410095215,True
ayo,chris brown & tyga,0k6DnZMLoEUH8NGD5zh2SE,2015,2015,1,"i need you i need you
i need you i need you
i need you i need you lemme see
i need you i need you
we poppin like ayo
all my bitches got real hair chillin with the top down
screamin like ayo
ima take her ass down if she bring her friend around
fuck em both like ayo
im a bougie ass nigga left the roof at home
we poppin like ayo
ayo ayo
but dont be actin like i need you
ha
ayy babe this my new shit shit
im the black richie rich with the roof missin missin
if it dont make dollars dont make sense sense
z z wake up like i gotta get it get it
and i got an engine full of trunk space
i get money three ways fuckin bitches three ways
seven different foreigns plus shes no hablé
but i make that bitch walk for some cheesecake cheesecake
yeah im the coldest nigga icy
lookin in the mirror like i wish i can be me
she too into me im more into money
my hobbys her body that pussys my lobby
ima eat it eat it ima eat it eat it
i dont lie hold my dick too conceited
uh told her she my wife for the weekend for the weekend
but dont be actin like i need you
cause we poppin like ayo ha yeah
all my bitches got real hair chillin with the top down
screamin like ayo
ima take her ass down if she bring her friend around
fuck em both like ayo
im a bougie ass nigga left the roof at home
we poppin like ayo
ayo we poppin like ayo
but dont be actin like i need you
im in the rolls you dont roll right roll right
my chain shine brighter than a strobe light yeah
im tryna fuck coco this dont concern ice
if i motorboat she gon motorbike ha
a nigga aint worried about nothin
rehabilitation just had me worried about fuckin
money decisionmakin only worried bout stuntin
she worried bout me her nigga worried bout cuffin
i wanna see her body body
then she said get inside of me
i wanna feel you baby yeah
just bring the animal right out of me
we lovin she love it
especially when i go down on her
now we fuckin she thuggin
gettin loud
cause we poppin like ayo
all my bitches got real hair chillin with the top down
screamin like ayo
ima take her ass down if she bring her friend around
fuck em both like ayo
im a bougie ass nigga left the roof at home
we poppin like ayo
ayo huh look we poppin like ayo
but dont be actin like i need you alright
now now i can spot your bitch from a mile away way
valentine in that pussy its a holiday
uh you losin money i win mills dr j j
she gon to follow my lead simon says
paper paper im ridin scrapers in california fornia
car smell like ammonia we got that stank on us
never been a outkast that stank on ya
from the ghetto but my bitch like apollonia
we in the hood tatted like a mexican
car too fast give a fuck about pedestrians
uh and my section less niggas more lesbians
got your bitch im that nigga
yeah we poppin like ayo ha yeah
all my bitches got real hair chillin with the top down yeah
screamin like ayo
ima take her ass down if she bring her friend around
fuck em both like ayo
im a bougie ass nigga left the roof at home
we poppin like ayo
ayo ayo
but dont be actin like i need you
yeah this that fly shit i need you
king shit only
drop top no roof ha
i need you",en,0.857569694519043,True
kick the dust up,luke bryan,5g15o2Sm55Hn9ShK5yEXgp,2015,2015,1,"kick the dust up cmon
all week long its a farmin town
theyre makin that money grow
tractors plows with flashing lights
backin up a two lane road
they take one last lap around
that sun up high goes down
and then its on come on
girl kick it on back
z71 like a cadillac
we go way out where
there aint nobody
we turn this cornfield
into a party
pedal to the floorboard
eight up in a four door
burnin up a back road song
park it and we pile out
baby watch your step now
better have your boots on
kick the dust up
back it on up
fill your cup up
lets tear it up up
and kick the dust up kick the dust up
bar downtown they got a line
of people way out the door
10 dollar drinks its packed inside
i dont know what theyre waitin for
got me a jar full of clear
and i got that music for your ears
and its like knock knock knock goes the diesel
if you really wanna see the beautiful people
we go way out where
there aint nobody
we turn this cornfield
into a party
pedal to the floorboard
eight up in a four door
burnin up a back road song
park it and we pile out
baby watch your step now
better have your boots on
kick the dust up
lets back it on up
fill your cup up
lets tear it up up
and kick the dust up cmon
just follow me down neath the 32 bridge
yall be glad you did kick it
we go way out where
there aint nobody
we turn this cornfield
into a party
pedal to the floorboard
eight up in a four door
burnin up a back road song
park it and we pile out
baby watch your step now
better have your boots on
kick the dust up
back it on up
fill your cup up
thats whats up up
lets kick the dust up",en,0.8973971605300903,True
