name_lower,artist_lower,spt_id,release_year,billboard_year,is_bb,lyric,detected_lang,confidence_level,is_english
mercy,shawn mendes,0AS63m1wHv9n4VVRizK6Hc,2017,2017,1,"mmmmmm mmmm mmmmmm mm mmmmmm mm mmm
mmmmmm mmmm mmmmmm mm mmmmmm mm mmm
youve got a hold on me
dont even know your power
i stand a hundred feet
but i fall when im around ya
show me an open door
and you go and slam it on me
i cant take anymore
im saying baby
please have mercy on me
take it easy on my heart
even though you dont mean to hurt me
you keep tearing me apart
would you please have mercy
mercy on my heart
would you please have mercy
mercy on my heart
id drive through the night
just to be near you baby
heart open testify
tell me that im not crazy
im not asking for a lot
just that youre honest with me
and my pride is all i got
im saying baby
please have mercy on me
take it easy on my heart
even though you dont mean to hurt me
you keep tearing me apart
would you please have mercy on me
im a puppet on your strings
and even though you got good intentions
i need you to set me free
would you please have mercy
mercy on my heart
would you please have mercy
mercy on my heart
consuming all the air inside my lungs
ripping all the skin from off my bones
im prepared to sacrifice my life
i would gladly do it twice
consuming all the air inside my lungs
ripping all the skin from off my bones
im prepared to sacrifice my life
i would gladly do it twice
oh please have mercy on me
take it easy on my heart
even though you dont mean to hurt me
you keep tearing me apart
would you please have mercy on me
im a puppet on your string
and even though you got good intentions
i need you to set me free
im begging you for mercy mercy
im begging you begging you please baby
im begging you for mercy mercy
ooh im begging you im begging you yeah
mmmmmm mmmm mmmmmm mm mmmmmm mm mmm",en,0.857822060585022,True
tunnel vision,kodak black,4Q3N4Ct4zCuIHuZ65E3BD4,2017,2017,1,"glee
southside
ayy lil metro on that beat
lil kodak they dont like to see you winnin
they wanna see you in the penitentiary
i need me a lil baby who gon listen
girl i dont wanna be the one you iggin
my mama told me boy make good decisions
right now i gotta keep a tunnel vision
i need me a lil baby who gon listen
girl i dont wanna be the one you iggin
lil kodak they dont like to see you winnin
they wanna see you in the penitentiary
i need me a lil baby who gon listen
girl i dont wanna be the one you iggin
my mama told me boy make good decisions
right now i gotta keep a tunnel vision
they sendin all my homies on a mission
and i aint tryna miss out on these millions
i jumped up out the wraith kodak bought a wraith
i get any girl i want any girl i want
she want me to save the day but i aint got a cape
she wanna see me every day she wanna be my bae
that money make me cum it make me fornicate uh
im the shit i need some toilet paper
follow my player rules then we gon be okay
on the real i need a bih who gon cooperate
lil kodak they dont like to see you winnin
they wanna see you in the penitentiary
i need me a lil baby who gon listen
girl i dont wanna be the one you iggin
my mama told me boy make good decisions
right now i gotta keep a tunnel vision
i need me a lil baby who gon listen
girl i dont wanna be the one you iggin
lil kodak they dont like to see you winnin
they wanna see you in the penitentiary
i need me a lil baby who gon listen
girl i dont wanna be the one you iggin
my mama told me boy make good decisions
right now i gotta keep a tunnel vision
they sendin all my homies on a mission
and i aint tryna miss out on these millions
i told you niggas im gon be that fuckin nigga
everything be good til you doin better than em
they wanna see a nigga shot or see me in the system
all you niggas out here poison like snake venom
codeine in my liver rockin balenciaga denim
im booted even when im sober i dont need a jigga
they sendin all my niggas on a fuckin journey
i told that baby to come over cause im fuckin horny
my mama told me kill these niggas son keep it goin
im thug to the bone but im still her baby boy
lil kodak boy they hate to see you in a foreign
they miss when you was in that yota kickin doors
lil kodak they dont like to see you winnin
they wanna see you in the penitentiary
i need me a lil baby who gon listen
girl i dont wanna be the one you iggin
my mama told me boy make good decisions
right now i gotta keep a tunnel vision
i need me a lil baby who gon listen
girl i dont wanna be the one you iggin
lil kodak they dont like to see you winnin
they wanna see you in the penitentiary
i need me a lil baby who gon listen
girl i dont wanna be the one you iggin
my mama told me boy make good decisions
right now i gotta keep a tunnel vision
they sendin all my homies on a mission
and i aint tryna miss out on these millions",en,0.7857210040092468,True
rockstar,post malone,0e7ipj03S05BNilyu5bRzt,2018,2017,1,"hahahahaha
tank god
ayy ayy
ive been fuckin hoes and poppin pillies
man i feel just like a rockstar star ayy ayy
all my brothers got that gas
and they always be smokin like a rasta sta
fuckin with me call up on a uzi
and show up man them the shottas tas
when my homies pull up on your block
they make that thing go grratatata ta pow pow pow ayy ayy
switch my whip came back in black
im startin sayin rest in peace to bon scott scott ayy
close that door we blowin smoke
she ask me light a fire like im morrison son ayy
act a fool on stage
prolly leave my fuckin show in a cop car car ayy
shit was legendary
threw a tv out the window of the montage
cocaine on the table liquor pourin dont give a damn
dude your girlfriend is a groupie she just tryna get in
sayin im with the band ayy ayy
now she actin outta pocket tryna grab up on my pants
hundred bitches in my trailer say they aint got a man
and they all brought a friend yeah ayy ayy ayy
ive been fuckin hoes and poppin pillies
man i feel just like a rockstar star ayy ayy
all my brothers got that gas
and they always be smokin like a rasta sta
fuckin with me call up on a uzi
and show up man them the shottas tas
when my homies pull up on your block
they make that thing go grratatata ta pow pow pow
ive been in the hills fuckin superstars
feelin like a popstar 21 21 21
drankin henny bad bitches jumpin in the pool
and they aint got on no bra no bra
hit her from the back pullin on her tracks
and now she screamin out no más yeah yeah yeah
they like savage why you got a twelve car garage
and you only got six cars 21
i aint with the cakin how you kiss that kiss that
your wifey say im lookin like a whole snack big snack
green hundreds in my safe i got old racks old racks
la bitches always askin where the coke at 21 21
livin like a rockstar smash out on a cop car
sweeter than a poptart you know you are not hard
i done made the hot chart member i used to trap hard
livin like a rockstar im livin like a rockstar ayy
ive been fuckin hoes and poppin pillies
man i feel just like a rockstar star ayy ayy
all my brothers got that gas
and they always be smokin like a rasta sta yeah yeah yeah yeah
fuckin with me call up on a uzi
and show up man them the shottas tas
when my homies pull up on your block
they make that thing go grratatata ta grratatatata
star star rockstar rockstar star
rockstar
rockstar feel just like a
rockstar
rockstar
rockstar
feel just like a",en,0.8416700959205627,True
in case you didn't know,brett young,10M2Ex445zw585Ducldzkw,2017,2017,1,"i cant count the times
i almost said whats on my mind
but i didnt
and just the other day
i wrote down all the things id say
but i couldnt
i just couldnt
baby i know that youve been wondering
mm so here goes nothing
in case you didnt know
baby im crazy bout you
and i would be lying if i said
that i could live this life without you
even though i dont tell you all the time
you had my heart a long long time ago
in case you didnt know
the way you look tonight
that second glass of wine
that did it mm
there was something bout that kiss
girl it did me in
got me thinking
im thinking
all of the things that ive been feeling
mm its time you hear em
in case you didnt know
baby im crazy bout you
and i would be lying if i said
that i could live this life without you
even though i dont tell you all the time
you had my heart a long long time ago
in case you didnt know
youve got all of me
i belong to you
yeah youre my everything
in case you didnt know
im crazy bout ya
i would be lying if i said
that i could live this life without you
even though i dont tell you all the time
you had my heart a long long time ago
yeah you had my heart a long long time ago mm
in case you didnt know
no no
in case you didnt know oh oh",en,0.9647871851921082,True
now or never,halsey,126oeltvIg79HHP4yAi4rq,2017,2017,1,"i dont wanna fight right now
know you always right
now i know i need you round with me
but nobody waitin round with me
been through the ups
yeah the ups and the downs with me
got a whole lot of love
but you dont wanna spread it round with me yeah
never pick up never call me
you know were runnin out of time
never pick up when you want me no
now i gotta draw a line
baby i done done enough talking i
need to know that youre mine
baby we done done enough talking
gotta be right now right now
baby gon love me now now now now now now hey
now or never hey hey hey
i want you to hold me down down down down down down hey
down forever hey hey hey
said you know i wanna keep you around
round forever hey hey hey
i want you to love me now now now now now now hey
now or never
im turnin off the light right now
im callin it a night
now im wishin you were round with me
but youre in a different town than me
weve been through it all
but you could never spit it out for me
tryna talk to a wall
but you could never tear it down for me yeah
never pick up never call me
you know were runnin out of time
never pick up when you want me no
now i gotta draw a line
baby i done done enough talking i
need to know that youre mine
baby we done done enough talking
gotta be right now right now
baby gon love me now now now now now now hey
now or never hey hey hey
i want you to hold me down down down down down down hey
down forever hey hey hey
said you know i wanna keep you around
round forever hey hey hey
i want you to love me now now now now now now hey
now or never
uh yeah draw the line up
dont take no more time up yeah
make your mind up
i need you to make your mind up yeah
draw the line up
dont take no more time up yeah
baby you gotta decide something
let me know
baby gon love me now now now now now now hey
now or never hey hey hey
i want you to hold me down down down down down down hey
down forever hey hey hey
said you know i wanna keep you around
round forever hey hey hey
i want you to love me now now now now now now hey
now or never",en,0.8987103700637817,True
caroline,aminé,5hTpBe8h35rJ67eAWHQsJx,2017,2017,1,"listen man
whats up
i heard you done got you a dime piece man
hell naw man that nigga lyin cuz
one of them beyoncé meagan good types man
nah nah nah
is that true man
i just wanna know
probably not
i mean shit to be honest with you man shes a
bad thang shit fine as hell woo thick as fuck
oh my god damn thats my baby
caroline you divine mighty fine
shawty really blow the pipe thats true like a pro
aha fuck you thought
holy shit im really lit its lit
its lookin like its bout time shee to fuck it up work
caroline listen up dont wanna hear
about your horoscope or what the future holds
shut up and shut up and
lets get gory like a tarantino movie
dont wanna talk it out can we fuck it out
cause we gon be up all night fuck a decaf
you say im a tall thug guess im a graffe
if you want safe sex baby use the knee pads
freaky with the stickyicky baby give me kitty kitty
mmm killa westside nigga ayy ayy goddamn
boy you like 98 degrees and im 300
nigga keep your feet runnin hot hot
i chiefkeefkeef when i eat these beats bet a boy get scurred get scurred
dont run up in my lane i dont want you in my lane
you a lame get swerved
cause great scenes might be great
but i love your bloopers
and perfects for the urgent
baby i want forever
and caroline dont you see that
i want you to be my
bad thang woah shit fine as hell woo thick as fuck
oh my god damn thats my baby woah woah
caroline you divine mighty fine woahohoh
shawty really blow the pipe thats true like a pro ah
aha wha
holy shit im really lit its lit
its lookin like its bout time shee to fuck it up work
caroline listen up dont wanna hear
about your horoscope or what the future holds
shut up and shut up and
lets get gory like a tarantino movie
dont wanna talk it out can we fuck it out
cause we gon be up all night fuck a decaf
you say im a tall thug guess im a graffe
if you want safe sex baby use the knee pads
freaky with the stickyicky baby give me kitty kitty
mmm killa westside nigga ayy ayy damn
boy you like 98 degrees and im 300
nigga keep your feet runnin hot hot
i chiefkeefkeef when i eat these beats bet a boy get scurred get scurred
dont run up in my lane i dont want you in my lane
you a lame get swerved
cause great scenes might be great
but i love your bloopers
and perfects for the urgent
baby i want forever
and caroline caroline dont you see that
i want you to be my
bad thang bad bad bad bad thang thang thang thang thang
bad thang thang bad bad bad bbbad thang thang
bad thang thang thang bad bbad bad thang thang thang
bad bad thang thang bad bad bad bbbad",en,0.7975506782531738,True
rolex,ayo & teo,0pSBuHjILhNEo55xK1zrRt,2017,2017,1,"bld
whats in that bag boy
rollie rollie rollie rollie shit
bld
i just want a rollie rollie rollie with a dab of ranch
i already got some designer to hold up my pants
i just want some ice on my wrist so i look better when i dance
have you lookin at it put you in a trance
i just want a rollie rollie rollie with a dab of ranch
i already got some designer to hold up my pants
i just want some ice on my wrist so i look better when i dance
have you lookin at it put you in a trance
yeah yeah yeah
all i ever wanted was a rollie rollie yeah
all i ever wanted was a rollie rollie yeah
cooler than a snowman with the ice all on me yeah
now your chick all on me now your chick all on me she on me
my rollie dont ticktock it just glide
keep starin at it and you might go blind
i be movin clean i dont even try
all i see is bands bands i spy
yeah dat way i need that moola by tuesday
yeah dat way i low key feel like fungswae
i just now got started got views on views im poppin
my diamonds goin retarded your girl on deck its a party
i just want a rollie rollie rollie with a dab of ranch rollie rollie dab dab
i already got some designer to hold up my pants
i just want some ice on my wrist so i look better when i dance ice
have you lookin at it put you in a trance
i just want a rollie rollie rollie with a dab of ranch rollie rollie dab dab
i already got some designer to hold up my pants
i just want some ice on my wrist so i look better when i dance
have you lookin at it put you in a trance
yeah yeah yeah
all i ever wanted was a rollie rollie rollie yeah
all i ever wanted was a rollie rollie rollie rollie yeah
cooler than a snowman with the ice all on me im cool im cool yeah
now your chick all on me now your chick all on me
blue face rollie red face rollie ayy woo woo yeah
purple face rollie like some teletubbies ayy
baby diamonds wet shinin like some guppies they wet yeah
your mans hatin probably cause his girl love me ayy
i pull up to the mall and im flexin on your ho ha
jahleele in the cut and he got them buffies ayy got them buffies
whiteskins got me goin crazy crazy ayy ayy
your girl love me cause she probably want my baby ayy woo woo
ice on my neck cost like 5k 5k
i want a girl built just like kim k she thick
karate chop that bitch like a sensei woo
pull off up in a rari or a bentley ayy skrrt
i just want a rollie rollie rollie with a dab of ranch rollie rollie dab dab
i already got some designer to hold up my pants
i just want some ice on my wrist so i look better when i dance ice
have you lookin at it put you in a trance
i just want a rollie rollie rollie with a dab of ranch rollie
i already got some designer to hold up my pants versace
i just want some ice on my wrist so i look better when i dance
have you lookin at it put you in a trance
yeah yeah yeah
all i ever wanted was a rollie rollie rollie rollie yeah
all i ever wanted was a rollie rollie rollie rollie yeah
cooler than a snowman with the ice all on me brrr yeah
now your chick all on me now your chick all on me she on me
yeah she on me
all i ever wanted was a rollie
all i ever wanted was a rollie
i just want a rollie
i just want a rollie
i just want a
i just want a rollie",en,0.935088574886322,True
dna,kendrick lamar,6HZILIRieu8S0iqY8kIKhj,2017,2017,1,"i got i got i got i got
loyalty got royalty inside my dna
cocaine quarter piece got war and peace inside my dna
i got power poison pain and joy inside my dna
i got hustle though ambition flow inside my dna
i was born like this since one like this immaculate conception
i transform like this perform like this was yeshua new weapon
i dont contemplate i meditate then off your fucking head
this that putthekidstobed
this that i got i got i got i got
realness i just kill shit cause its in my dna
i got millions i got riches buildin in my dna
i got dark i got evil that rot inside my dna
i got off i got troublesome heart inside my dna
i just win again then win again like wimbledon i serve
yeah thats him again the sound that engine in is like a bird
you see fireworks and corvette tire skrrt the boulevard
i know how you work i know just who you are
see yous a yous a yous a
bitch your hormones prolly switch inside your dna
problem is all that sucker shit inside your dna
daddy prolly snitched heritage inside your dna
backbone dont exist born outside a jellyfish i gauge
see my pedigree most definitely dont tolerate the front
shit ive been through prolly offend you this is paulas oldest son
i know murder conviction burners boosters burglars ballers dead redemption scholars fathers dead with kids
and i wish i was fed forgiveness
yeah yeah yeah yeah soldiers dna im a soldiers dna
born inside the beast my expertise checked out in second grade
when i was nine on sale motel we didnt have nowhere to stay
at twentynine ive done so well hit cartwheel in my estate
and im gon shine like im supposed to antisocial extrovert
and excellent mean the extra work
and absentness what the fuck you heard
and pessimists never struck my nerve
and nazareth gonna plead his case
the reason my powers here on earth
salute the truth when the prophet say
ii got loyalty got royalty inside my dna
this is why i say that hip hop has done more damage to young african americans than racism in recent years
ii got loyalty got royalty inside my dna
i live a better life im rollin several dice fuck your life
ii got loyalty got royalty inside my dna
i live a be fuck your life
five four three two one
this is my heritage all im inheritin
money and power the mecca of marriages
tell me somethin
you motherfuckers cant tell me nothin
id rather die than to listen to you
my dna not for imitation
your dna an abomination
this how it is when you in the matrix
dodgin bullets reapin what you sow
and stackin up the footage livin on the go
and sleepin in a villa
sippin from a grammy walkin in the buildin
diamond in the ceilin marble on the floors
beach inside the window peekin out the window
baby in the pool godfather goals
only lord knows ive been goin hammer
dodgin paparazzi freakin through the cameras
eat at four daughters brock wearin sandals
yoga on a monday stretchin to nirvana
watchin all the snakes curvin all the fakes
phone never on i dont conversate
i dont compromise i just penetrate
sex money murder these are the breaks
these are the times level number nine
look up in the sky ten is on the way
sentence on the way killings on the way
motherfucker i got winners on the way
you aint shit without a body on your belt
you aint shit without a ticket on your plate
you aint sick enough to pull it on yourself
you aint rich enough to hit the lot and skate
tell me when destruction gonna be my fate
gonna be your fate gonna be our faith
peace to the world let it rotate
sex money murder our dna",en,0.8840866684913635,True
juju on that beat (tz anthem),zay hilfigerrr & zayion mccall,1lItf5ZXJc1by9SbPeljFd,2016,2017,1,"do that one dance baby
that that one dance
yeah oh
you dont know how to do that
baby do it for your grandma
come on im old and im trying to learn it
well yeah do it
oh my god oh my god
girl aint that zay and zayion
yas
dont both of em got a girlfriend
girl i dont care
i dont care girl he still cute
oh yes he is
walked in this party and these girls lookin at me
skinny jeans on and you know my hair nappy
hey hey hey hey okay okay
i want yall do it do this dance now
juju on the beat juju on that beat
juju on that juju on that juju on that beat
now slide drop hit dem folks dont stop ayy
dont stop ayy dont stop ayy
running man on that beat ayy
running man on that beat ayy
running man on that beat ayy
running man on that beat
now do your dance do your dance do your dance ayy
you ugly you your daddys son
ayy ayy do your dance ayy
go crazy ayy get freaky ayy
lets go leggo leggo leggo leggo
hey hey hey yeah
okay we knuckin and buckin and ready to fight
i got my cousin he with me and got lil zay on the right
and im a detroit baby and i dont know nothing else
besides drinking and having parties and having some fun
i say look in the mirror what you expect me to do
i see a 300s and got them blacked out rims
i mean i like your style im on a whole nother level
if you compare me and you there wouldnt be no comparings
juju on the beat juju on that beat
juju on that juju on that juju on that beat
now slide drop hit dem folks dont stop ayy
dont stop ayy dont stop ayy
running man on that beat ayy
running man on that beat ayy
running man on that beat ayy
running man on that beat
now do your dance do your dance do your dance ayy
you ugly you your daddys son",en,0.8709583878517151,True
swang,rae sremmurd,6mapJIPnQ23RTAevUoE0DL,2016,2017,1,"mmm boy its nasty uh um
know some young niggas like to swang yeah um
know some young niggas like to swang
know some young niggas like to swang ride uh
know some young niggas like to swang swang
know some young niggas like to swang swang
big bank take lil bank
everyday spillin up drank drank
she want the whole crew shawty brave brave
when the money talks what is there to say just say it
blow away watch it blow away blow blow
when i die cant take it to the grave yo
hop out drop top fuck yall talkin i need it right now hey
cash in the air yeah what goes up gotta come down woo
gettin dough aint a thing change nothin change
coastin grippin grain grip
goin through the money like a phase like a phase
dont say my name in vain woo woo
im so glad that you came yeah
all these bad bitches gettin slain slain
brokeass nigga get a clue clue
all these niggas know how we do lets go
know some young niggas like to swang swang swang
know some young niggas like to swang swang swang
big bank take little bank
everyday spillin up drank up drank
she want the whole crew shawty brave shawty brave
when the money talks what is there to say what is there to say
blow away watch it blow away watch it blow away
when i die cant take it to the grave watch it blow away watch it blow away blow away
hop out drop top fuck yall talkin i need it right now
cash in the air yeah what goes up gotta come down ayy ayy
i know some young niggas from the bottom
theyll do anything for a dollar dollar
i could have went to school to be a doctor doctor
but i dropped out and chose to be a baller woo
switchin lanes spittin game in my new drop drop
still on a paper chase that dont ever stop never
everybody with me family thats how we rock rock rock
party at the mansion we bout to flood the spot sremmlife
know some young niggas like to swang swang swang
know some young niggas like to swang swang swang
big bank take lil bank
everyday spillin up drank up drank
she want the whole crew shawty brave shawty brave
when the money talks what is there to say what is there to say
blow away watch it blow away watch it blow away
when i die cant take it to the grave watch it blow away watch it blow away blow away",en,0.8679861426353455,True
passionfruit,drake,5mCPDVBb16L4XQwDdbRUpz,2017,2017,1,"hold on hold on fuck that
fuck that shit
hold on i got to start this motherfuckin record over again wait a minute
fuck that shit
still on this motherfuckin record
ima play this motherfucker for yall
ayy yall get some more drinks goin on
ill sound a whole lot better
listen
seein you got ritualistic
cleansin my soul of addiction for now
cause im fallin apart yeah
tension
between us just like picket fences
you got issues that i wont mention for now
cause were fallin apart
passionate from miles away
passive with the things you say
passin up on my old ways
i cant blame you no no
passionate from miles away
passive with the things you say
passin up on my old ways
i cant blame you no no
listen
harder buildin trust from a distance
i think we should rule out commitment for now
cause were fallin apart
leavin
youre just doing that to get even
dont pick up the pieces just leave it for now
they keep fallin apart
passionate from miles away
passive with the things you say
passin up on my old ways
i cant blame you no no
passionate from miles away
passive with the things you say
passin up on my old ways
i cant blame you no no
um trying to think of the right thing to say",en,0.9183080196380615,True
loyalty,kendrick lamar,6SwRhMLwNqEi6alNPVG00n,2017,2017,1,"i said im geeked and im fired up fired fire
all i want tonight is just get high high high high
girl you look so good its to die for die for fire
ooh that pussy good its to die for im on fire
its a secret society
all we ask is trust all we ask is trust
all we got is us
loyalty loyalty loyalty
loyalty loyalty loyalty
kung fu kenny now
my resume is real enough for two millennium
a better way to make a wavestop defendin them
i meditate and moderate all of my wins again
im hangin on the fence again
im always on your mind
i put my lyric and my lifeline on the line
and aint no limit when i might shine might grind
youre rollin with it at the right time right now
only for the dollar sign
bad girl riri now
swerve swerve swerve swerve leave it now
on your pulse like its edm
gas in the bitch like its premium
haul ass on a bitch all in the fast lane
been a bad bitch way before any cash came
im established hundred carats on my name
run the atlas im a natural im alright
im a savage im an asshole im a king
shimmy ya shimmy ya shimmy ya rah yeah
you can tell your nigga he can meet me outside yeah
you can babysit him when i leave him outside
aint no other love like the one i know
i done been down so long lost hope
i done came down so hard i slowed
honestly forever all a real nigga want
i said im geeked and im fired up fired fire
all i want tonight is just to get high up yeah
all i want is all i want is
loyalty loyalty loyalty
loyalty loyalty loyalty
104 no switchin sides
feel somethin wrong
you actin shifty you dont vibe
with me no more i need
loyalty loyalty loyalty
loyalty loyalty loyalty
tell me who you loyal to
is it money is it fame is it weed is it drink
is it comin down with the loud pipes in the rain
big chillin only for the power in your name
tell me who you loyal to
is it love for the streets when the lights get dark
is it unconditional when the rari dont start
tell me when your loyalty is comin from the heart
tell me who you loyal to
do it start with your woman or your man mmm
do it end with your family and friends mmm
are you loyal to yourself in advance
i said tell me who you loyal to
is it anybody that you would lie for
anybody you would slide for
anybody you would die for
thats what god for
i said im geeked and im fired up fired fire
all i want tonight is just to get high up yeah
all i want is all i want is
loyalty loyalty loyalty
loyalty loyalty loyalty
104 no switchin sides
feel somethin wrong
you actin shifty you dont vibe
with me no more i need
loyalty loyalty loyalty
loyalty loyalty loyalty
its so hard to be humble
its so hard to be
lord knows im tryin
lord knows im dyin baby",en,0.883033812046051,True
praying,kesha,0jdny0dhgjUwoIp5GkqEaA,2017,2017,1,"well you almost had me fooled
told me that i was nothing without you
oh but after everything youve done
i can thank you for how strong i have become
cause you brought the flames and you put me through hell
i had to learn how to fight for myself
and we both know all the truth i could tell
ill just say this is i wish you farewell
i hope youre somewhere prayin prayin
i hope your soul is changin changin
i hope you find your peace
falling on your knees prayin
im proud of who i am
no more monsters i can breathe again
and you said that i was done
well you were wrong and now the best is yet to come
cause i can make it on my own oh
and i dont need you i found a strength ive never known
ill bring thunder ill bring rain ohoh
when im finished they wont even know your name
you brought the flames and you put me through hell
i had to learn how to fight for myself
and we both know all the truth i could tell
ill just say this is i wish you farewell
i hope youre somewhere prayin prayin
i hope your soul is changin changin
i hope you find your peace
falling on your knees prayin
oh sometimes i pray for you at night
someday maybe youll see the light
oh some say in life youre gonna get what you give
but some things only god can forgive
i hope youre somewhere prayin prayin
i hope your soul is changin changin
i hope you find your peace
falling on your knees prayin",en,0.9615623950958252,True
goosebumps,travis scott,6gBFPUFcJLzWGx4lenP6h2,2016,2017,1,"yeah
730 in the night yeah
ooh ooh
i get those goosebumps every time yeah you come around yeah
you ease my mind you make everything feel fine
worried bout those comments
im way too numb yeah its way too dumb yeah
i get those goosebumps every time i need the heimlich
throw that to the side yeah
i get those goosebumps every time yeah
when youre not around straight up
when you throw that to the side yeah its lit
i get those goosebumps every time yeah
713
through the 281 yeah im ridin why they on me
why they on me im flyin sippin lowkey
im sippin lowkey in onyx rider rider
when im pullin up right beside ya
pop star lil mariah
when i text a cute game wildness
throw a stack on the bible
never snapchat or took molly
she fall through plenty her and all her ginnies yeah
we at the top floor right there off doheny yeah
oh no i cant fuck with yall
yeah when im with my squad i cannot do no wrong
yeah saucin in the city dont get misinformed
yeah they gon pull up on you brr brr brr
yeah we gon do some things some things you cant relate
yeah cause we from a place a place you cannot stay
oh you cant go oh i dont know
oh back the fuck up off me brr brr brr
i get those goosebumps every time yeah you come around yeah
you ease my mind you make everything feel fine
worried bout those comments
im way too numb yeah its way too dumb yeah
i get those goosebumps every time i need the heimlich
throw that to the side yeah
i get those goosebumps every time yeah
when youre not around
when you throw that to the side yeah
i get those goosebumps every time
uh i want to press my like yeah i wanna press my
i want a green light i wanna be like
i wanna press my line yeah
i wanna take that ride yeah
im gonna press my line
i want a green light i wanna be like i wanna press my
mama dearest spare your feelings
im relivin moments peelin more residual
i can buy the buildin burn the buildin
take your bitch rebuild the buildin just to fuck some more
i can justify my love for ya
and touch the sky for god to stop debating war
put the pussy on a pedestal ayy
put the pussy on a high horse
that pussy to die for
that pussy to die for
peter piper picked a pepper
so i could pick your brain and put your heart together
we depart the shady parts and party hard
the diamonds yours the coupe forever
my best shot just might shoot forever like brr
i get those goosebumps every time yeah you come around yeah
you ease my mind you make everything feel fine
worried bout those comments
im way too numb yeah its way too dumb yeah
i get those goosebumps every time i need the heimlich
throw that to the side yeah
i get those goosebumps every time yeah
when youre not around
when you throw that to the side yeah
i get those goosebumps every time",en,0.8558289408683777,True
cold,maroon 5,7gwLQ4tZ5UdZ7qNcDyJ8wr,2018,2017,1,"cold enough to chill my bones
it feels like i dont know you anymore
i dont understand why youre so cold to me
with every breath you breathe
i see theres somethin goin on
i dont understand why youre so cold
are we takin time or a time out
i cant take the inbetween
asking me for space here in my house
you know how to fuck with me
actin like were not together
after everything that weve been through
sleepin up under the covers
how am i so far away from you
distant when were kissin
feel so different
baby tell me how did you get so
cold enough to chill my bones
it feels like i dont know you anymore
i dont understand why youre so cold to me
with every breath you breathe
i see theres somethin goin on
i dont understand why youre so cold yeah
woah yeah
woah yeah
i dont understand why youre so cold
what you holdin on holdin on for
if you wanna leave just leave
why you wanna bite your tongue for
the silence is killin me
actin like were not together
if you dont want this then whats the use
sleepin up under the covers
how am i so far away from you
distant oh when were kissin yeah
feel so different yeah
baby tell me how did you get so
cold enough to chill my bones
it feels like i dont know you anymore
i dont understand why youre so cold to me
with every breath you breathe
i see theres somethin goin on
i dont understand why youre so cold yeah
woah yeah
woah yeah
i dont understand why youre so cold yeah so tough its a cold world
woah yeah so tough its a cold world
woah yeah so tough its a cold world
i dont understand why youre so cold
never thought that you were like this that you like this
i took the tag off and made you priceless yeah yeah
i just spent half a mil on a chandelier yeah yeah yeah
now you tryna cut me off like a light switch yeah light switch
tryna stay in our league our league
saying that you need some time to breathe woah
thinkin that im sleepin on the fourletter word
but the fourletter word dont sleep
we goin two separate ways ways
you aint been actin the same the same
you gotta go girl where your heart used to be
you golddig every day
i switched the fourdoor to the twodoor
cause i cant let my driver hear what you say hear what you say
girl i tried to give you space
baby tell me how did you get so cold yeah
cold enough to chill my bones
it feels like i dont know you anymore
i dont understand why youre so cold to me
with every breath you breathe
i see theres somethin goin on goin on
i dont understand why youre so cold i dont understand
so tough its a cold world
woah yeah yeah so tough its a cold world
woah yeah so tough its a cold world
i dont understand why youre so cold yeah so tough its a cold world
woah yeah so tough its a cold world
woah yeah so tough its a cold world
i dont understand why youre so cold",en,0.9062240719795227,True
slide,calvin harris,7tr2za8SQg2CI8EDgrdtNl,2017,2017,1,"i might
empty my bank account
and buy that boy with a pipe
buy that boy with a pipe
i might i might
empty my bank account
and buy that boy with a pipe
buy that boy with a pipe
i might
do you slide on all your nights like this
do you try on all your nights like this i might
put some spotlight on the slide
whatever comes comes through clear
do you slide on all your nights like this
do you try on all your nights like this i might
put some spotlight on the side
and whatever comes comes through clear uh
all this jewelry aint no use when its this dark
its my favorite part we see the lights they got so far
it went too fast we couldnt reach it with our arms
wrist on a wrist a link of charms ooh yeah
layin were still a link apart
its like we could die here all young
like we could dye hair all blonde huh
if we could see in twenty twin
twice we could see it til the end
put that spotlight on her face spotlight
put that spotlight on her face ah yeah
we gon pipe up and turn up pipe up
we gon light up and burn up burn up
mama too hot like a like what
mama too hot like a furnace furnace
i got a hundred gs in my goyard gs
my diamonds gon shine when the lights dark shine
you and i take a ride down the boulevard yeah
and your friends really wanna break us apart
good lord
offset good gracious hey
starin at my diamonds while im hoppin out a spaceship
need your information take vacation to malaysia info
you my baby the paparazzi flashin crazy flash
she swallowed the bottle while i sit back and smoke gelato ah
walk in my mansion twenty thousand paintin picasso hey
bitches be dippin dabbin with niggas like a nacho woo
took off her panties diamonds dancin like rick ricardo flash
she havin it went to college workin on her bachelor college
i know you got a past i got a past thats in the back of us woo
average ima make a million on the average ms
im ridin with no brain bitch im out of it skrrt
do you slide on all your nights like this
do you try on all your nights like this i might
put some spotlight on the slide oh yeah
whatever comes comes through clear yeah
do you slide on all your nights like this yeah
do you try on all your nights like this your nights oh
put some spotlight on the side light on
and whatever comes comes through clear yeah
i might
empty my bank account oh
and buy that boy with a pipe ooh yeah yeah
buy that boy with a pipe come on yeah
i might i might come on yeah yeah slide
empty my bank account oh slide yeah
and buy that boy with a pipe slide yeah
do you slide on all your nights like this
buy that boy with a pipe
i might",en,0.9311045408248901,True
